Audio_Song,Lyric_Song,Quadrant,Artist,Title,Genres
MT0005655655,MT0005655655,Q3,Jimmy Reed,Worried Life Blues,"Blues,R&B"
MT0005656534,MT0005656534,Q4,Nat King Cole,The Christmas Song,"Holiday,Vocal"
MT0005660001,MT0005660001,Q1,Basement Jaxx,Good Luck,Electronic
MT0005666606,MT0005666606,Q1,Christina Aguilera,Come on Over (All I Want Is You),Pop/Rock
MT0005673020,MT0005673020,Q2,Against Me!,Justin,"Folk,Pop/Rock"
MT0005675358,MT0005675358,Q2,Fireside,Backwards Over Germany,"International,Pop/Rock"
MT0005695311,MT0005695311,Q4,Martine McCutcheon,Perfect Moment,Pop/Rock
MT0005707044,MT0005707044,Q4,The Five Blind Boys of Alabama,Reminiscing,Religious
MT0005713768,MT0005713768,Q1,Jeff Beck,Let Me Love You,"Blues,Pop/Rock"
MT0005715379,MT0005715379,Q4,Nanci Griffith,Never Mind,"Country,Folk"
MT0005715715,MT0005715715,Q1,Bob Dylan,On a Night Like This,Pop/Rock
MT0005723257,MT0005723257,Q3,Amos Milburn,"Tears, Tears, Tears (Tears in My Eyes)","Blues,R&B"
MT0005727783,MT0005727783,Q3,Ray Ellis Orchestra,Glad to Be Unhappy,"Jazz,Vocal"
MT0005740567,MT0005740567,Q3,Inner Circle,You've Lost That Lovin' Feelin',Reggae
MT0005752234,MT0005752234,Q1,Tracy Byrd,The Truth About Men,Country
MT0005756784,MT0005756784,Q2,Black Child,The I.N.C. Is Back,"Electronic,Rap"
MT0005761702,MT0005761702,Q3,Duane Allman,Loan Me a Dime,"Pop/Rock,R&B"
MT0005763004,MT0005763004,Q1,Ludacris,Woozy,Rap
MT0005774267,MT0005774267,Q2,Black Flag,Room 13,Pop/Rock
MT0005775235,MT0005775235,Q4,Willie Nelson,Santa Claus Is Coming to Town,"Country,Holiday"
MT0005802574,MT0005802574,Q1,Kenny Loggins,Footloose,Pop/Rock
MT0005804191,MT0005804191,Q4,Toots & the Maytals,Daddy's Home,R&B
MT0005822463,MT0005822463,Q3,Laura Veirs,Blue Ink,"Country,Pop/Rock"
MT0005822671,MT0005822671,Q2,Eyehategod,Left to Starve,Pop/Rock
MT0005826176,MT0005826176,Q2,The Prodigy,Voodoo People,"Electronic,Techno,Club/Dance,Rave"
MT0005827376,MT0005827376,Q4,Marvin Gaye,I Want You,R&B
MT0005830128,MT0005830128,Q4,Cassie,Kiss Me,"Pop/Rock,R&B"
MT0005850999,MT0005850999,Q4,Bob Marley,Why Should I,Reggae
MT0005863380,MT0005863380,Q4,Percy Faith,Theme,Easy Listening
MT0005884980,MT0005884980,Q4,Il Divo,O Holy Night,"Classical,Easy Listening,Holiday,Vocal"
MT0005912220,MT0005912220,Q3,Robben Ford,You Cut Me to the Bone,Blues
MT0005916227,MT0005916227,Q3,J.B. Lenoir,If I Give My Love to You?,Blues
MT0005944471,MT0005944471,Q1,Gloria Estefan,Say,"Latin,Pop/Rock"
MT0005951020,MT0005951020,Q2,Spoon,Mountain to Sound,Pop/Rock
MT0005959692,MT0005959692,Q4,Joan of Arc,Apocalypse Politics,"International,Pop/Rock"
MT0005963165,MT0005963165,Q3,Depeche Mode,Love in Itself 2,"Electronic,Pop/Rock"
MT0006007936,MT0006007936,Q2,Public Enemy,Welcome to the Terrordome,"Rap,Political Rap,East Coast Rap,Golden Age,Hardcore Rap"
MT0006022752,MT0006022752,Q3,Howlin' Wolf,Goin' Down Slow,Blues
MT0006036535,MT0006036535,Q3,Kansas City Five,Love Me or Leave Me,Jazz
MT0006037085,MT0006037085,Q4,Willie Nelson,Pretty Paper,"Country,Holiday"
MT0006039798,MT0006039798,Q3,Reba McEntire,Can't Even Get the Blues No More,Country
MT0006044445,MT0006044445,Q4,Randy Travis,The Unclouded Day,"Country,Religious"
MT0006067841,MT0006067841,Q2,Misconduct,Never Again,"Electronic,International,Pop/Rock"
MT0006078896,MT0006078896,Q2,Megadeth,Mastermind,Pop/Rock
MT0006114773,MT0006114773,Q1,Journey,Can't Tame the Lion,Pop/Rock
MT0006115121,MT0006115121,Q4,Neil Young,California Sunset,Country
MT0006129774,MT0006129774,Q4,Fred E. Ahlert,The Moon Was Yellow and the Night Was Young,"Jazz,Vocal"
MT0006137300,MT0006137300,Q4,Sam Cooke,How Far Am I from Canaan?,Religious
MT0006137372,MT0006137372,Q3,Ambrosia,Cowboy Star,Pop/Rock
MT0006159067,MT0006159067,Q3,Floyd Jones,On the Road Again,Blues
MT0006164654,MT0006164654,Q4,Richard & Mimi Fariï¿½a,"Reno, Nevada","Folk,Pop/Rock"
MT0006169551,MT0006169551,Q4,Greg Brown,The Little Vagabond,Folk
MT0006171393,MT0006171393,Q3,Laurie Anderson,Walking and Falling,"Avant-Garde,Pop/Rock"
MT0006181559,MT0006181559,Q4,Louis Armstrong,Christmas Night in Harlem,"Holiday,Jazz,Vocal"
MT0006188933,MT0006188933,Q1,Bob Dylan,Bob Dylan's Blues,"Folk,Pop/Rock"
MT0006196650,MT0006196650,Q1,Van Morrison,A Town Called Paradise,Pop/Rock
MT0006232679,MT0006232679,Q1,Enrique Iglesias,She Be the One,"Latin,Pop/Rock"
MT0006256204,MT0006256204,Q2,Megadeth,FFF,Pop/Rock
MT0006324704,MT0006324704,Q4,Brian Wilson,Fairy Tale,"International,Pop/Rock"
MT0006348382,MT0006348382,Q4,Joe Nichols,All Good Things,Country
MT0006356406,MT0006356406,Q2,Megadeth,Sin,Pop/Rock
MT0006357085,MT0006357085,Q1,Kiss,Turn on the Night,"Electronic,Pop/Rock"
MT0006357849,MT0006357849,Q1,The Moody Blues,Slings and Arrows,"Electronic,Pop/Rock"
MT0006365604,MT0006365604,Q2,8Ball and MJG,Armed Robbery,Rap
MT0006367176,MT0006367176,Q1,Enrique Iglesias,I Will Survive,"Latin,Pop/Rock"
MT0006391732,MT0006391732,Q2,Saliva,King of the Stereo,Pop/Rock
MT0006397809,MT0006397809,Q3,Don Carlos,Oh Girl,Reggae
MT0006400514,MT0006400514,Q3,Leonard Cohen,The Butcher,"Folk,Pop/Rock"
MT0006406298,MT0006406298,Q1,Bob Dylan,Sally Sue Brown,Pop/Rock
MT0006409530,MT0006409530,Q2,Megadeth,Use the Man,Pop/Rock
MT0006410285,MT0006410285,Q3,Peter Tosh,No Sympathy,Reggae
MT0006417602,MT0006417602,Q3,Gretchen Wilson,What Happened,Country
MT0006421356,MT0006421356,Q3,Karen Brooks,Faking Love,Country
MT0006431184,MT0006431184,Q1,Bob Dylan,Talkin' New York,Folk
MT0006431807,MT0006431807,Q1,Toby Keith,Beer for My Horses,Country
MT0006434833,MT0006434833,Q2,Misconduct,Shut the Fuck Up,"Electronic,International,Pop/Rock"
MT0006475078,MT0006475078,Q4,Dean Martin,You're the Right One,Vocal
MT0006475970,MT0006475970,Q1,Blu Cantrell,Swingin',R&B
MT0006492385,MT0006492385,Q3,Billie Holiday,Foolin' Myself,"Blues,Jazz,Vocal"
MT0006497092,MT0006497092,Q2,Add N to (X),We Are Add N to X,"Electronic,Pop/Rock"
MT0006510599,MT0006510599,Q2,7 Year Bitch,Dead Men Don't Rape,Pop/Rock
MT0006514225,MT0006514225,Q1,Bruce Springsteen,The Rising,Pop/Rock
MT0006522591,MT0006522591,Q3,Bruce Springsteen,My City of Ruins,Pop/Rock
MT0006528309,MT0006528309,Q1,Isaac Hayes,"Sweet Music, Soft Lights and You","Electronic,R&B"
MT0006536592,MT0006536592,Q1,Eddie Money,Think I'm in Love,Pop/Rock
MT0006540794,MT0006540794,Q1,Hank Ballard,Look at Little Sister,"Pop/Rock,R&B"
MT0006552038,MT0006552038,Q2,Cryptopsy,Keeping the Cadaver Dogs Busy,"Electronic,International,Pop/Rock"
MT0006553309,MT0006553309,Q1,The Oak Ridge Boys,Juliet,Country
MT0006553914,MT0006553914,Q2,The Futureheads,Fit But You Know It,Electronic
MT0006559667,MT0006559667,Q2,Force of Evil,Mindbreaker,"Electronic,International,Pop/Rock"
MT0006587819,MT0006587819,Q4,Luka Bloom,Before Sleep Comes,"Folk,Pop/Rock"
MT0006633147,MT0006633147,Q1,Julio Iglesias,Moonlight Lady,Latin
MT0006635536,MT0006635536,Q3,Tom Waits,Shiny Things,"Folk,Pop/Rock"
MT0006640142,MT0006640142,Q2,Sizzla,Wrath,Reggae
MT0006654122,MT0006654122,Q3,Stone Sour,Cardiff,Pop/Rock
MT0006683875,MT0006683875,Q1,Bruce Springsteen,Mary's Place,Pop/Rock
MT0006695707,MT0006695707,Q2,Avenged Sevenfold,Beast and the Harlot,Pop/Rock
MT0006708402,MT0006708402,Q3,The Grass Roots,Mr. Jones (Ballad of a Thin Man),Pop/Rock
MT0006713730,MT0006713730,Q3,Tom Waits,Widow's Grove,"Folk,Pop/Rock"
MT0006723128,MT0006723128,Q2,Soulfly,Fuel the Hate,Pop/Rock
MT0006737689,MT0006737689,Q2,Avenged Sevenfold,Trashed and Scattered,Pop/Rock
MT0006747288,MT0006747288,Q1,The Chieftains,I'll Tell Me Ma,Folk
MT0006761058,MT0006761058,Q4,Luther Vandross,Think About You,"Pop/Rock,R&B"
MT0006761971,MT0006761971,Q2,Scarface,Mac and Brad,Rap
MT0006770955,MT0006770955,Q1,Sly & the Family Stone,Fun,"Pop/Rock,R&B"
MT0006771406,MT0006771406,Q1,Beyoncï¿½,Crazy in Love,"Pop/Rock,R&B"
MT0006778622,MT0006778622,Q2,Donae'o,Fit But You Know It,Electronic
MT0006795758,MT0006795758,Q2,DMX,What's My Name?,Rap
MT0006800841,MT0006800841,Q2,Ja Rule,Between Me and You,Rap
MT0006806145,MT0006806145,Q2,Soulfly,I and I,Pop/Rock
MT0006810990,MT0006810990,Q2,Youth Brigade,Care,Pop/Rock
MT0006813360,MT0006813360,Q3,PJ Harvey,Is This Desire?,Pop/Rock
MT0006833696,MT0006833696,Q3,Confederate Railroad,When You Leave That Way You Can Never Go Back,"Country,Pop/Rock"
MT0006839715,MT0006839715,Q4,Van Hunt,The Night Is Young,R&B
MT0006843007,MT0006843007,Q1,Tina Turner,Whatever You Need,Pop/Rock
MT0006846075,MT0006846075,Q4,Nat King Cole,Caravan,"Jazz,Vocal"
MT0006876450,MT0006876450,Q3,Wire,Heartbeat,Pop/Rock
MT0006877397,MT0006877397,Q3,Love as Laughter,In Amber,Pop/Rock
MT0006879985,MT0006879985,Q2,The Notorious B.I.G.,Ready to Die,Rap
MT0006880936,MT0006880936,Q3,Siouxsie and the Banshees,Tenant,Pop/Rock
MT0006919273,MT0006919273,Q3,Vern Gosdin,The Garden,Country
MT0006929157,MT0006929157,Q2,Jay-Z,Success,"Electronic,Rap"
MT0006937715,MT0006937715,Q1,Barenaked Ladies,Be My Yoko Ono,Pop/Rock
MT0006939177,MT0006939177,Q2,Onyx,Phat ('N' All Dat),Rap
MT0006955716,MT0006955716,Q4,Josh Groban,Little Drummer Boy,"Classical,Holiday,Vocal"
MT0006983241,MT0006983241,Q4,Alvin & the Chipmunks,Rudolph the Red-Nosed Reindeer,"Comedy/Spoken,Holiday"
MT0006991912,MT0006991912,Q4,Count Basie,I've Got a Crush on You,"Jazz,Vocal"
MT0007013069,MT0007013069,Q1,Sparks,Pulling Rabbits Out of a Hat,Classical
MT0007037296,MT0007037296,Q1,Backstreet Boys,Everyone,"Electronic,Pop/Rock"
MT0007039082,MT0007039082,Q4,Jars of Clay,Five Candles (You Were There),"Pop/Rock,Religious"
MT0007043504,MT0007043504,Q2,Onyx,Bichasniguz,Rap
MT0007051057,MT0007051057,Q3,Jimmy Reed,The Moon Is Rising,"Blues,R&B"
MT0007051188,MT0007051188,Q4,Kanye West,I'll Fly Away,"Rap,Religious"
MT0007053424,MT0007053424,Q4,Pharoah Sanders,Hum-Allah-Hum-Allah-Hum Allah,"Comedy/Spoken,Jazz"
MT0007057303,MT0007057303,Q1,Mariah Carey,It's Like That [Main Version],"Electronic,Pop/Rock,R&B"
MT0007058512,MT0007058512,Q2,Alastis,Revenge,Pop/Rock
MT0007064420,MT0007064420,Q4,Frank Sinatra,You Brought a New Kind of Love to Me,"Jazz,Vocal"
MT0007067293,MT0007067293,Q1,Erasure,Amateur Hour,"Electronic,Pop/Rock"
MT0007071481,MT0007071481,Q2,Onyx,Bacdafucup,Rap
MT0007072992,MT0007072992,Q4,Peggy Lee,I've Got the World on a String,"Jazz,Vocal"
MT0007075838,MT0007075838,Q2,Rage Against the Machine,Sleep Now in the Fire,Pop/Rock
MT0007081433,MT0007081433,Q4,Johnny Cash,"Run Softly, Blue River","Country,Pop/Rock"
MT0007087238,MT0007087238,Q4,Alvin & the Chipmunks,Christmas Time (Greensleeves),"Comedy/Spoken,Holiday"
MT0007102148,MT0007102148,Q3,Jimmy Reed,I Know It's a Sin,"Blues,R&B"
MT0007102997,MT0007102997,Q4,Art Pepper,You'd Be So Nice to Come Home To,"Jazz,Vocal"
MT0007106784,MT0007106784,Q3,Jimmy Reed,A String to Your Heart,"Blues,R&B"
MT0007107079,MT0007107079,Q4,Nicole C. Mullen,"O Come, O Come, Emmanuel","R&B,Religious"
MT0007113915,MT0007113915,Q3,Everything But the Girl,Low Tide of the Night,"Electronic,Pop/Rock"
MT0007117290,MT0007117290,Q1,Elton John,Johnny B. Goode,"Electronic,Pop/Rock"
MT0007127869,MT0007127869,Q2,Rage Against the Machine,Voice of the Voiceless,Pop/Rock
MT0007132421,MT0007132421,Q1,Gloria Estefan,Rhythm Is Gonna Get You,"Electronic,Latin,Pop/Rock"
MT0007136180,MT0007136180,Q1,Weird Al Yankovic,Spam,"Comedy/Spoken,Pop/Rock"
MT0007142175,MT0007142175,Q4,Chumbawamba,I Did It for Alfie,Pop/Rock
MT0007147603,MT0007147603,Q1,Buddy Guy,Messin' with the Kid,Blues
MT0007186714,MT0007186714,Q4,Don Gibson,Two of Us Together,Country
MT0007190016,MT0007190016,Q1,Sparks,All You Ever Think About Is Sex,Pop/Rock
MT0007199330,MT0007199330,Q4,Michael W. Smith,Let It Rain,"New Age,Pop/Rock,Religious"
MT0007210245,MT0007210245,Q2,Rage Against the Machine,Mic Check,Pop/Rock
MT0007267489,MT0007267489,Q4,The Statler Brothers,Fallin' in Love,Country
MT0007276457,MT0007276457,Q3,New Order,Let's Go (Nothing for Me),Pop/Rock
MT0007280044,MT0007280044,Q3,Crossfade,Never Coming Home,Pop/Rock
MT0007282148,MT0007282148,Q4,Luka Bloom,Salvador,"Folk,Pop/Rock"
MT0007329488,MT0007329488,Q1,Janet Jackson,Control (Video Mix),"Electronic,Pop/Rock,R&B"
MT0007337206,MT0007337206,Q2,Rapeman,Marmoset,Pop/Rock
MT0007340697,MT0007340697,Q2,Babes in Toyland,Boto (W) Rap,Pop/Rock
MT0007349422,MT0007349422,Q2,Ice Cube,Chrome & Paint,Rap
MT0007350911,MT0007350911,Q1,Al Green,I'm Hooked on You,"Jazz,R&B"
MT0007353661,MT0007353661,Q4,Art Garfunkel,The Thread,"Folk,Pop/Rock"
MT0007356476,MT0007356476,Q4,Bing Crosby,All the Things You Are,"Stage & Screen,Vocal"
MT0007379700,MT0007379700,Q2,Babes in Toyland,You're Right,Pop/Rock
MT0007384768,MT0007384768,Q1,Al Green,Too Many,R&B
MT0007390015,MT0007390015,Q1,Al Green,Not Tonight,R&B
MT0007410187,MT0007410187,Q3,The Ink Spots,I Wish I Could Say the Same,Vocal
MT0007412399,MT0007412399,Q3,Sade,Sally,"Pop/Rock,R&B"
MT0007412921,MT0007412921,Q4,Beastie Boys,Namastï¿½,"Electronic,Pop/Rock,Rap,Stage & Screen"
MT0007413949,MT0007413949,Q2,Divine Empire,Tribulation,"Electronic,Pop/Rock"
MT0007419064,MT0007419064,Q1,The Ramones,Do You Remember Rock & Roll Radio?,Pop/Rock
MT0007433643,MT0007433643,Q4,Otis Redding,(Sittin' On) The Dock of the Bay,"Deep Soul,Southern Soul,Soul,R&B"
MT0007438571,MT0007438571,Q3,Liz Phair,Divorce Song,Pop/Rock
MT0007453719,MT0007453719,Q4,Diana Krall,Squeeze Me,"Jazz,Vocal"
MT0007477802,MT0007477802,Q3,Billy Ray Cyrus,Cover to Cover,"Country,Pop/Rock"
MT0007493575,MT0007493575,Q1,Louis Prima,"Sing, Sing, Sing","Blues,Jazz,Vocal"
MT0007508173,MT0007508173,Q1,Nelly Furtado,Forca,Pop/Rock
MT0007522436,MT0007522436,Q2,Ice Cube,"Click, Clack - Get Back!",Rap
MT0007525777,MT0007525777,Q3,Edgar Blanchard Band,Feelin' Sad,"Blues,R&B"
MT0007556029,MT0007556029,Q4,Harry Belafonte,"Hallelujah, I Love Her So","Folk,Vocal"
MT0007602902,MT0007602902,Q2,Avail,August,Pop/Rock
MT0007607008,MT0007607008,Q1,Disturbing tha Peace,Gettin' Some,Rap
MT0007644103,MT0007644103,Q1,Al Green,I Can't Stop,R&B
MT0007645808,MT0007645808,Q2,Jibbs,Hood,Rap
MT0007659703,MT0007659703,Q2,The Exploited,Beat the Bastards,Pop/Rock
MT0007663424,MT0007663424,Q2,The Exploited,Serial Killer,Pop/Rock
MT0007728545,MT0007728545,Q3,The Ink Spots,"Ring, Telephone, Ring",Vocal
MT0007730975,MT0007730975,Q3,Air,Don't Be Light,"Electronic,Pop/Rock"
MT0007757097,MT0007757097,Q1,Brooks & Dunn,Your Love Don't Take a Backseat to Nothing,Country
MT0007766156,MT0007766156,Q4,Rachelle Ferrell,Moody's Mood for Love,"Jazz,Latin"
MT0007780282,MT0007780282,Q2,Biohazard,State of the World Address,Pop/Rock
MT0007795217,MT0007795217,Q1,Bob Dylan,I Want You,Pop/Rock
MT0007797719,MT0007797719,Q3,The Ink Spots,That's When Your Heartaches Begin,Vocal
MT0007805279,MT0007805279,Q2,Ice Cube,Ghetto Vet,Rap
MT0007806202,MT0007806202,Q2,Drown,Transparent,"Electronic,International,Pop/Rock"
MT0007825188,MT0007825188,Q2,Drown,Reflection,"International,Pop/Rock"
MT0007828167,MT0007828167,Q4,Randy Travis,Heart of Worship,"Country,Religious"
MT0007832902,MT0007832902,Q2,Drown,Lost,"International,Pop/Rock"
MT0007859380,MT0007859380,Q1,Bobby McFerrin,Drive My Car,"Jazz,Vocal"
MT0007860263,MT0007860263,Q3,Billie Holiday,My Last Affair,"Blues,Jazz,Vocal"
MT0007866540,MT0007866540,Q2,Master P,"After Dollars, No Cents",Rap
MT0007868583,MT0007868583,Q1,Kenny Loggins,I'm Alright,Pop/Rock
MT0007886392,MT0007886392,Q1,Bobby McFerrin,Simple Pleasures,"Jazz,Vocal"
MT0007906518,MT0007906518,Q2,The Blackout Pact,"You Punch Me, I Punch You",Pop/Rock
MT0007912800,MT0007912800,Q4,LL Cool J,I Need Love,Rap
MT0007926918,MT0007926918,Q2,The Blackout Pact,Luxlo Flaming Deluxlo,Pop/Rock
MT0007939281,MT0007939281,Q2,Defecation,Incline,"International,Pop/Rock"
MT0007983016,MT0007983016,Q4,The Byrds,Hickory Wind,Pop/Rock
MT0007991638,MT0007991638,Q2,Dog Fashion Disco,Corpse Is Corpse,"Electronic,Pop/Rock"
MT0007999856,MT0007999856,Q2,Pennywise,Fun and Games,Pop/Rock
MT0008022729,MT0008022729,Q2,Afrika Bambaataa & Timezone,World Destruction,"Electronic,Pop/Rock,Rap"
MT0008029439,MT0008029439,Q1,Toby Keith,I Love This Bar,Country
MT0008046899,MT0008046899,Q1,Toby Keith,Whiskey Girl,Country
MT0008077878,MT0008077878,Q2,The Queers,Cut It Dude,Pop/Rock
MT0008084656,MT0008084656,Q2,Pennywise,Pennywise,Pop/Rock
MT0008105399,MT0008105399,Q1,Toby Keith,If I Was Jesus,Country
MT0008113039,MT0008113039,Q1,Toby Keith,"Don't Leave, I Think I Love You",Country
MT0008120072,MT0008120072,Q3,Jimmy Reed,I Told You Baby,"Blues,R&B"
MT0008131425,MT0008131425,Q1,Duke Ellington,Danke Schoen,Jazz
MT0008138963,MT0008138963,Q3,Sanford Clark,A Cheat,"Country,Pop/Rock"
MT0008147388,MT0008147388,Q2,Slayer,War Zone,Pop/Rock
MT0008149831,MT0008149831,Q2,Slayer,Here Comes the Pain,Pop/Rock
MT0008154135,MT0008154135,Q4,Joe Cocker,I Think It's Going to Rain Today,Pop/Rock
MT0008166431,MT0008166431,Q1,Madonna,Don't Stop,"Electronic,Pop/Rock"
MT0008184180,MT0008184180,Q2,Slayer,Threshold,Pop/Rock
MT0008211502,MT0008211502,Q1,T. Rex,Laser Love,Pop/Rock
MT0008236217,MT0008236217,Q1,Queen,It's a Beautiful Day (Reprise),Pop/Rock
MT0008237717,MT0008237717,Q1,The Isley Brothers,It Takes a Good Woman,"Pop/Rock,R&B"
MT0008241153,MT0008241153,Q3,Jimmy Reed,You're Gonna Need My Help,"Blues,R&B"
MT0008276763,MT0008276763,Q1,All Saints,Black Coffee,"Electronic,Pop/Rock"
MT0008279825,MT0008279825,Q3,Trace Adkins,Help Me Understand,Country
MT0008296972,MT0008296972,Q3,Magnetic Fields,Blue You,"Pop/Rock,Vocal"
MT0008307409,MT0008307409,Q4,Edie Brickell,Picture Perfect Morning,"Folk,Pop/Rock"
MT0008307905,MT0008307905,Q2,Discharge,You Take Part in Creating the System [Bonus Track],Pop/Rock
MT0008308461,MT0008308461,Q1,Madonna,Don't Tell Me,"Electronic,Pop/Rock"
MT0008313843,MT0008313843,Q1,Whitesnake,Black and Blue,Pop/Rock
MT0008327012,MT0008327012,Q3,Jimmy Reed,I'll Change My Style,"Blues,R&B"
MT0008345160,MT0008345160,Q1,Freak Nasty,Da' Dip,"Electronic,Rap"
MT0008347586,MT0008347586,Q2,Clipse,Famlay Freestyle,Rap
MT0008350331,MT0008350331,Q2,AC/DC,Down Payment Blues,Pop/Rock
MT0008352590,MT0008352590,Q2,Devin the Dude,F*** You,Rap
MT0008361425,MT0008361425,Q2,Gorilla Biscuits,GM2 1,Pop/Rock
MT0008363189,MT0008363189,Q1,Al Green,Magic Road,R&B
MT0008363839,MT0008363839,Q1,Shirley Caesar,Try Jesus,Religious
MT0008368311,MT0008368311,Q3,Lightnin' Hopkins,Last Night I Lost the Best Friend I Ever Had,Blues
MT0008371251,MT0008371251,Q1,"Earth, Wind & Fire",Divine,R&B
MT0008385501,MT0008385501,Q2,Megadeth,Vortex,Pop/Rock
MT0008394478,MT0008394478,Q1,Billy Joel,Easy Money,"Pop/Rock,R&B"
MT0008401073,MT0008401073,Q1,Guy Clark,Texas Cookin',"Country,Pop/Rock"
MT0008408635,MT0008408635,Q4,Mahalia Jackson,Just as I Am,Religious
MT0008421900,MT0008421900,Q4,Johnny Cash,Over the Next Hill (We'll Be Home),"Country,Pop/Rock,Religious"
MT0008425062,MT0008425062,Q2,Slapshot,Transmission,Pop/Rock
MT0008428932,MT0008428932,Q3,Christy Moore,Only Our Rivers Run Free,"Folk,International"
MT0008431795,MT0008431795,Q1,Bobby Brown,Roni,R&B
MT0008493270,MT0008493270,Q3,Laurie Anderson,O Superman (For Massenet),"Avant-Garde,New Age,Pop/Rock"
MT0008497871,MT0008497871,Q2,G.B.H.,Crossfire,Pop/Rock
MT0008511909,MT0008511909,Q2,Syleena Johnson,The Day After,Rap
MT0008515901,MT0008515901,Q3,Big Joe Williams Trio,Baby Please Don't Go,Blues
MT0008530072,MT0008530072,Q2,Mendeed,Withered and Torn,"International,Pop/Rock"
MT0008530652,MT0008530652,Q4,Ryan Adams,Starlite Diner,"Country,Pop/Rock"
MT0008537015,MT0008537015,Q1,The Who,The Song Is Over,Pop/Rock
MT0008548050,MT0008548050,Q4,Alton Ellis,You Make Me So Very Happy,Reggae
MT0008554680,MT0008554680,Q2,Twiztid,Welcome Home,Pop/Rock
MT0008570712,MT0008570712,Q2,Nelly,Heart of a Champion,"R&B,Rap"
MT0008578405,MT0008578405,Q2,Megadeth,Holy Wars... The Punnishment Due,Pop/Rock
MT0008596505,MT0008596505,Q4,The Jackson 5,I Saw Mommy Kissing Santa Claus,"Holiday,R&B"
MT0008604277,MT0008604277,Q3,Brenda Lee,Some People,Country
MT0008632122,MT0008632122,Q1,Madonna,Impressive Instant,"Electronic,Pop/Rock"
MT0008636271,MT0008636271,Q3,Aiden,Hurt Me,Pop/Rock
MT0008641724,MT0008641724,Q2,Geto Boys,Geto Boys Will Rock You,Rap
MT0008672387,MT0008672387,Q1,Backstreet Boys,Larger Than Life,"Electronic,Pop/Rock"
MT0008673460,MT0008673460,Q1,Isaac Hayes,Feels Like the First Time,"Electronic,R&B"
MT0008684978,MT0008684978,Q1,KC & the Sunshine Band,Keep It Comin' Love,"Pop/Rock,R&B"
MT0008690776,MT0008690776,Q3,Bob Dylan,Not Dark Yet,Pop/Rock
MT0008709705,MT0008709705,Q3,Big Walter Horton,Worried Life Blues,Blues
MT0008734186,MT0008734186,Q2,Slayer,Darkness of Christ,Pop/Rock
MT0008734289,MT0008734289,Q2,Mastodon,Siberian Divide,Pop/Rock
MT0008740787,MT0008740787,Q4,Anita Carter,He Turned the Water into Wine,"Country,Religious"
MT0008750426,MT0008750426,Q4,Miles Davis,The Man With the Horn,Jazz
MT0008776764,MT0008776764,Q2,Sworn Enemy,Labeled,"Electronic,International,Pop/Rock"
MT0008790106,MT0008790106,Q4,The Beach Boys,California Saga (On My Way to Sunny Califon-I-A),Pop/Rock
MT0008794071,MT0008794071,Q4,Bing Crosby,First Noel,"Holiday,Vocal"
MT0008806305,MT0008806305,Q2,Darkane,Decadent Messiah,"International,Pop/Rock"
MT0008813307,MT0008813307,Q3,Bob Dylan,"Oh, Sister",Pop/Rock
MT0008813309,MT0008813309,Q1,The Isley Brothers,I Turned You On,"Electronic,R&B"
MT0008819987,MT0008819987,Q4,Natalie Merchant,Poor Wayfaring Stranger,"Folk,Pop/Rock"
MT0008863436,MT0008863436,Q2,Mastodon,Crystal Skull,Pop/Rock
MT0008869963,MT0008869963,Q4,Billie Holiday,Moonlight in Vermont,"Jazz,Vocal"
MT0008882630,MT0008882630,Q2,Manic Street Preachers,4st 7lb,Pop/Rock
MT0008883788,MT0008883788,Q3,Lucinda Williams,Blue,"Country,Folk,Pop/Rock"
MT0008891523,MT0008891523,Q1,Bee Gees,Too Much Heaven,"Pop/Rock,R&B"
MT0008899266,MT0008899266,Q3,The Ink Spots,It's Funny to Everyone,Vocal
MT0008905908,MT0008905908,Q3,Ben E. King,It Tears Me Up,R&B
MT0008953247,MT0008953247,Q3,Bruce Springsteen,My Hometown,Pop/Rock
MT0008960612,MT0008960612,Q3,Roberta Flack,Tryin' Times,"Blues,R&B"
MT0008963540,MT0008963540,Q3,Toby Keith,Upstairs Downtown,Country
MT0008966305,MT0008966305,Q1,David Guetta,Sexy 17,"Electronic, International"
MT0008969183,MT0008969183,Q3,New Order,Sub-Culture,Pop/Rock
MT0008972801,MT0008972801,Q1,Shakira,Animal City,"Electronic,Latin,Pop/Rock,R&B"
MT0008999898,MT0008999898,Q3,Lead Belly,"Death Letter Blues, Pt. 2","Blues,Folk"
MT0009005900,MT0009005900,Q1,Merle Haggard,I Made the Prison Band,Country
MT0009008051,MT0009008051,Q3,Everlast,The Letter,"Pop/Rock,Rap"
MT0009010830,MT0009010830,Q1,Shakira,Hey You,"Electronic,Latin,Pop/Rock,R&B"
MT0009025287,MT0009025287,Q2,8 Eyed Spy,Ran Away Dark,Pop/Rock
MT0009025845,MT0009025845,Q3,Midnight Oil,Outside World,Pop/Rock
MT0009041848,MT0009041848,Q1,Lil Jon & the East Side Boyz,Nothins Free,"R&B,Rap"
MT0009054976,MT0009054976,Q4,Buck Owens,Where Would I Be Without Jesus,"Country,Religious"
MT0009075362,MT0009075362,Q4,Mariah Carey,Thank God I Found You,"Electronic,Pop/Rock,R&B"
MT0009112823,MT0009112823,Q4,G. Love & Special Sauce,Blues Music,"Pop/Rock,Rap"
